SCI_ID,SCI_NAME,RES_ID,RES_AREA,Key,AFFIL,SIZE,WEB,HOME,RES_SPECIFIC,FUNDS,Photo,Awardee
138,David Rand,3,"Ecology, Ecosystems & Global Change",MBL307,Whitman Scientist,1,http://www.davidrandlab.org/,Brown University,,,david-rand.png,
132,Eduardo Perozo,6,Computation & Modeling,MBL295,Whitman Scientist,1,http://memprotein.org/about-the-consortium/directors-statement,University of Chicago,,,eduardo-perozo.png,
132,Eduardo Perozo,10,Regeneration & Development,MBL296,Whitman Scientist,1,http://memprotein.org/about-the-consortium/directors-statement,University of Chicago,,,eduardo-perozo.png,
132,Eduardo Perozo,4,Neuroscience,MBL297,Whitman Scientist,1,http://memprotein.org/about-the-consortium/directors-statement,University of Chicago,,,eduardo-perozo.png,
143,Eduardo Rosa-Molinar,5,Cell Biology & Imaging,MBL315,Whitman Scientist,1,http://loop.frontiersin.org/people/3259/bio,University of Kansas,,,eduardo-rosamolinar.png,
143,Eduardo Rosa-Molinar,4,Neuroscience,MBL316,Whitman Scientist,1,http://loop.frontiersin.org/people/3259/bio,University of Kansas,,,eduardo-rosamolinar.png,
143,Eduardo Rosa-Molinar,10,Regeneration & Development,MBL317,Whitman Scientist,1,http://loop.frontiersin.org/people/3259/bio,University of Kansas,,,eduardo-rosamolinar.png,
146,Edward Salmon,6,Computation & Modeling,MBL322,Whitman Scientist,1,http://www.salmonlab.web.unc.edu/,University of North Carolina at Chapel Hill,,,ted-salmon.png,
146,Edward Salmon,5,Cell Biology & Imaging,MBL323,Whitman Scientist,1,http://www.salmonlab.web.unc.edu/,University of North Carolina at Chapel Hill,,,ted-salmon.png,
16,Elaine Bearer,12,Undefined,MBL43,Whitman Scientist,1,http://pathology.unm.edu/faculty/faculty/ebearer.html,University of New Mexico,,,ted-salmon.png,
100,Elizabeth Jonas,5,Cell Biology & Imaging,MBL226,Whitman Scientist,1,http://endocrinology.yale.edu/people/elizabeth_jonas-2.profile,Yale University,,,elizabeth-jonas.png,
100,Elizabeth Jonas,4,Neuroscience,MBL227,Whitman Scientist,1,http://endocrinology.yale.edu/people/elizabeth_jonas-2.profile,Yale University,,,elizabeth-jonas.png,
100,Elizabeth Jonas,9,Models of Human Disease,MBL228,Whitman Scientist,1,http://endocrinology.yale.edu/people/elizabeth_jonas-2.profile,Yale University,,,elizabeth-jonas.png,
128,Enrico Nasi,12,Undefined,MBL287,Whitman Scientist,1,http://www.mbl.edu/cdp/laboratory-of-enrico-nasi-and-maria-gomez/,"University of Colombia, Colombia",,,enrico-nasi.png,
101,Erik Jorgensen,5,Cell Biology & Imaging,MBL229,Whitman Scientist,1,http://biologylabs.utah.edu/jorgensen/,University of Utah,,,erik-jorgensen.png,
101,Erik Jorgensen,4,Neuroscience,MBL230,Whitman Scientist,1,http://biologylabs.utah.edu/jorgensen/,University of Utah,,,erik-jorgensen.png,
101,Erik Jorgensen,8,Genomics,MBL231,Whitman Scientist,1,http://biologylabs.utah.edu/jorgensen/,University of Utah,,,erik-jorgensen.png,
56,Fred Chang,5,Cell Biology & Imaging,MBL138,Whitman Scientist,1,http://fredchanglab.ucsf.edu/,University of California San Francisco,,,fred-chang.png,
56,Fred Chang,6,Computation & Modeling,MBL139,Whitman Scientist,1,http://fredchanglab.ucsf.edu/,University of California San Francisco,,,fred-chang.png,
51,Gary Borisy,12,Undefined,MBL129,Whitman Scientist,1,https://forsyth.org/person/scientist/gary-borisy,Forsyth Institute,,,gary-borisy.png,
58,Gary Cline,5,Cell Biology & Imaging,MBL142,Whitman Scientist,1,http://medicine.yale.edu/intmed/people/gary_cline.profile,Yale University School of Medicine,,,gary-cline.png,
58,Gary Cline,9,Models of Human Disease,MBL143,Whitman Scientist,1,http://medicine.yale.edu/intmed/people/gary_cline.profile,Yale University School of Medicine,,,gary-cline.png,
162,Gary Wessel,1,Marine Biology & Diversity,MBL357,Whitman Scientist,1,http://www.brown.edu/Research/Wessel_Lab/,Brown University,,,gary-wessel.png,
162,Gary Wessel,5,Cell Biology & Imaging,MBL358,Whitman Scientist,1,http://www.brown.edu/Research/Wessel_Lab/,Brown University,,,gary-wessel.png,
162,Gary Wessel,10,Regeneration & Development,MBL359,Whitman Scientist,1,http://www.brown.edu/Research/Wessel_Lab/,Brown University,,,gary-wessel.png,
103,Gen Kaneko,7,Evolution,MBL233,Whitman Scientist,1,https://scholar.google.com/citations?user=gXu3pZMAAAAJ&hl=en,"The University of Tokyo, Japan",,,gen-kaneko.png,
103,Gen Kaneko,1,Marine Biology & Diversity,MBL234,Whitman Scientist,1,https://scholar.google.com/citations?user=gXu3pZMAAAAJ&hl=en,"The University of Tokyo, Japan",,,gen-kaneko.png,
103,Gen Kaneko,4,Neuroscience,MBL235,Whitman Scientist,1,https://scholar.google.com/citations?user=gXu3pZMAAAAJ&hl=en,"The University of Tokyo, Japan",,,gen-kaneko.png,
45,George Augustine,4,Neuroscience,MBL114,Whitman Scientist,1,http://www.lkcmedicine.ntu.edu.sg/Research/researchfaculty/Pages/George-J.-Augustine.aspx,"Nanyang Technological University, Singapore",,,george-augustine.png,
45,George Augustine,5,Cell Biology & Imaging,MBL115,Whitman Scientist,1,http://www.lkcmedicine.ntu.edu.sg/Research/researchfaculty/Pages/George-J.-Augustine.aspx,"Nanyang Technological University, Singapore",,,george-augustine.png,
93,George Holz,12,Undefined,MBL213,Whitman Scientist,1,http://www.upstate.edu/endo/research/laboratory-research/holz.php,Statue University of New York Upstate,,,george-holz.png,
127,Gerardo Morfini,9,Models of Human Disease,MBL284,Whitman Scientist,1,http://www.uic.edu/depts/mcan/morfini.htm,University of Illinois at Chicago,,,gerardo-morfini.png,
127,Gerardo Morfini,4,Neuroscience,MBL285,Whitman Scientist,1,http://www.uic.edu/depts/mcan/morfini.htm,University of Illinois at Chicago,,,gerardo-morfini.png,
127,Gerardo Morfini,5,Cell Biology & Imaging,MBL286,Whitman Scientist,1,http://www.uic.edu/depts/mcan/morfini.htm,University of Illinois at Chicago,,,gerardo-morfini.png,
112,Giles Laurent,4,Neuroscience,MBL255,Whitman Scientist,1,http://www.brain.mpg.de/,"Max Planck Institute for Brain Research, Germany",,,giles-laurent.png,
112,Giles Laurent,6,Computation & Modeling,MBL256,Whitman Scientist,1,http://www.brain.mpg.de/,"Max Planck Institute for Brain Research, Germany",,,giles-laurent.png,
112,Giles Laurent,7,Evolution,MBL257,Whitman Scientist,1,http://www.brain.mpg.de/,"Max Planck Institute for Brain Research, Germany",,,giles-laurent.png,
151,Greenfield Sluder,5,Cell Biology & Imaging,MBL332,Whitman Scientist,1,http://profiles.umassmed.edu/profiles/display/132896,University of Massachusetts Medical School,,,greenfield-sluder.png,
151,Greenfield Sluder,9,Models of Human Disease,MBL333,Whitman Scientist,1,http://profiles.umassmed.edu/profiles/display/132896,University of Massachusetts Medical School,,,greenfield-sluder.png,
151,Greenfield Sluder,1,Marine Biology & Diversity,MBL334,Whitman Scientist,1,http://profiles.umassmed.edu/profiles/display/132896,University of Massachusetts Medical School,,,greenfield-sluder.png,
111,Hans Laufer,10,Regeneration & Development,MBL252,Whitman Scientist,1,http://mcb.uconn.edu/hans-laufer/,University of Connecticut,,,hans-laufer.png,
111,Hans Laufer,1,Marine Biology & Diversity,MBL253,Whitman Scientist,1,http://mcb.uconn.edu/hans-laufer/,University of Connecticut,,,hans-laufer.png,
111,Hans Laufer,3,"Ecology, Ecosystems & Global Change",MBL254,Whitman Scientist,1,http://mcb.uconn.edu/hans-laufer/,University of Connecticut,,,hans-laufer.png,
148,Hari Shroff,5,Cell Biology & Imaging,MBL327,Whitman Scientist,1,https://www.nibib.nih.gov/about-nibib/staff/hari-shroff,National Institute of Biomedical Imaging and Bioengineering,,,hari-shroff.png,
148,Hari Shroff,4,Neuroscience,MBL328,Whitman Scientist,1,https://www.nibib.nih.gov/about-nibib/staff/hari-shroff,National Institute of Biomedical Imaging and Bioengineering,,,hari-shroff.png,
148,Hari Shroff,10,Regeneration & Development,MBL329,Whitman Scientist,1,https://www.nibib.nih.gov/about-nibib/staff/hari-shroff,National Institute of Biomedical Imaging and Bioengineering,,,hari-shroff.png,
131,Harish Pant,5,Cell Biology & Imaging,MBL292,Whitman Scientist,1,https://neuroscience.nih.gov/ninds/Faculty/Profile/harish-pant.aspx,National Institute of Neurological Disorders and Stroke,,,harish-pant.png,
131,Harish Pant,9,Models of Human Disease,MBL293,Whitman Scientist,1,https://neuroscience.nih.gov/ninds/Faculty/Profile/harish-pant.aspx,National Institute of Neurological Disorders and Stroke,,,harish-pant.png,
131,Harish Pant,4,Neuroscience,MBL294,Whitman Scientist,1,https://neuroscience.nih.gov/ninds/Faculty/Profile/harish-pant.aspx,National Institute of Neurological Disorders and Stroke,,,harish-pant.png,
165,Harold Zakon,12,Undefined,MBL364,Whitman Scientist,1,http://experts.utexas.edu/harold_zakon,University of Texas Austin,,,harold-zakon.png,
113,Heather Leslie,12,Undefined,MBL258,Whitman Scientist,1,https://vivo.brown.edu/display/hleslie,Brown University,,,heather-leslie.png,
109,James Kittelberger,7,Evolution,MBL247,Whitman Scientist,1,http://public.gettysburg.edu/~mkittelb/neuroweb/,Gettysbury College,,,james-kittelberger.png,
109,James Kittelberger,4,Neuroscience,MBL248,Whitman Scientist,1,http://public.gettysburg.edu/~mkittelb/neuroweb/,Gettysbury College,,,james-kittelberger.png,
129,James Nelson,12,Undefined,MBL288,Whitman Scientist,1,http://biology.louisiana.edu/research/James_Nelson,University of Lousiana,,,james-nelson.png,
73,Jesse Gatlin,5,Cell Biology & Imaging,MBL173,Whitman Scientist,1,http://gatlinlab.org/,University of Wyoming,,,jesse-gatlin.png,
73,Jesse Gatlin,6,Computation & Modeling,MBL174,Whitman Scientist,1,http://gatlinlab.org/,University of Wyoming,,,jesse-gatlin.png,
85,Jessica Gray,9,Models of Human Disease,MBL198,Whitman Scientist,1,http://kirschner.med.harvard.edu/files/html/people.shtml,Harvard Medical School,,,generic.png,
164,Jim Wilhelm,12,Undefined,MBL363,Whitman Scientist,1,http://biology.ucsd.edu/research/faculty/jwilhelm,University of California San Diego,,,jim-wilhelm.png,
117,Jocelyn Malamy,5,Cell Biology & Imaging,MBL264,Whitman Scientist,1,http://mgcb.bsd.uchicago.edu/faculty/malamy/,University of Chicago,,,jocelyn-malamy.png,
117,Jocelyn Malamy,7,Evolution,MBL265,Whitman Scientist,1,http://mgcb.bsd.uchicago.edu/faculty/malamy/,University of Chicago,,,jocelyn-malamy.png,
117,Jocelyn Malamy,10,Regeneration & Development,MBL266,Whitman Scientist,1,http://mgcb.bsd.uchicago.edu/faculty/malamy/,University of Chicago,,,jocelyn-malamy.png,
62,John Costello,7,Evolution,MBL151,Whitman Scientist,1,http://shapeoflife.org/scientist/dr-costello-biologist,Providence College,,,john-costello.png,
62,John Costello,1,Marine Biology & Diversity,MBL152,Whitman Scientist,1,http://shapeoflife.org/scientist/dr-costello-biologist,Providence College,,,john-costello.png,
62,John Costello,3,"Ecology, Ecosystems & Global Change",MBL153,Whitman Scientist,1,http://shapeoflife.org/scientist/dr-costello-biologist,Providence College,,,john-costello.png,
65,John Dubach,5,Cell Biology & Imaging,MBL160,Whitman Scientist,1,https://csb.mgh.harvard.edu/investigator/john_dubach,Harvard Medical School,Measuring neural activity with polarized fluorescence,The Baxter Postdoctoral Fellowship Fund,jdubach.png,Whitman Center Early Career Awardees
65,John Dubach,4,Neuroscience,MBL161,Whitman Scientist,1,https://csb.mgh.harvard.edu/investigator/john_dubach,Harvard Medical School,Measuring neural activity with polarized fluorescence,The Baxter Postdoctoral Fellowship Fund,jdubach.png,Whitman Center Early Career Awardees
65,John Dubach,6,Computation & Modeling,MBL162,Whitman Scientist,1,https://csb.mgh.harvard.edu/investigator/john_dubach,Harvard Medical School,Measuring neural activity with polarized fluorescence,The Baxter Postdoctoral Fellowship Fund,jdubach.png,Whitman Center Early Career Awardees
130,John Oakey,5,Cell Biology & Imaging,MBL289,Whitman Scientist,1,http://www.uwyo.edu/chemical/faculty-staff/oakey/,University of Wyoming,,,john-oakey.png,
130,John Oakey,9,Models of Human Disease,MBL290,Whitman Scientist,1,http://www.uwyo.edu/chemical/faculty-staff/oakey/,University of Wyoming,,,john-oakey.png,
130,John Oakey,10,Regeneration & Development,MBL291,Whitman Scientist,1,http://www.uwyo.edu/chemical/faculty-staff/oakey/,University of Wyoming,,,john-oakey.png,
64,Joseph DeGiorgis,5,Cell Biology & Imaging,MBL157,Whitman Scientist,1,http://www.providence.edu/biology/faculty/Pages/jdegiorg.aspx,Providence College,,,joe-degiorgis.png,
64,Joseph DeGiorgis,4,Neuroscience,MBL158,Whitman Scientist,1,http://www.providence.edu/biology/faculty/Pages/jdegiorg.aspx,Providence College,,,joe-degiorgis.png,
64,Joseph DeGiorgis,8,Genomics,MBL159,Whitman Scientist,1,http://www.providence.edu/biology/faculty/Pages/jdegiorg.aspx,Providence College,,,joe-degiorgis.png,
84,Joshua Gray,12,Undefined,MBL197,Whitman Scientist,1,http://www.joshuagray.org/,U.S. Coast Guard Academy,,,joshua-gray.png,
166,Joshua Zimmerberg,12,Undefined,MBL365,Whitman Scientist,1,http://irp.nih.gov/pi/joshua-zimmerberg,National Institutes of Health,,,joshua-zimmerberg.png,
106,Kamran Khodakhah,4,Neuroscience,MBL241,Whitman Scientist,1,http://www.einstein.yu.edu/faculty/8472/Kamran-Khodakhah/,Albert Einstein College of Medicine,,,karmran-khodakh.png,
106,Kamran Khodakhah,9,Models of Human Disease,MBL242,Whitman Scientist,1,http://www.einstein.yu.edu/faculty/8472/Kamran-Khodakhah/,Albert Einstein College of Medicine,,,karmran-khodakh.png,
95,Ke Hu,5,Cell Biology & Imaging,MBL215,Whitman Scientist,1,http://www.bio.indiana.edu/faculty/directory/profile.php?person=kehu,Indiana University,,,ke-hu.png,
95,Ke Hu,7,Evolution,MBL216,Whitman Scientist,1,http://www.bio.indiana.edu/faculty/directory/profile.php?person=kehu,Indiana University,,,ke-hu.png,
95,Ke Hu,1,Marine Biology & Diversity,MBL217,Whitman Scientist,1,http://www.bio.indiana.edu/faculty/directory/profile.php?person=kehu,Indiana University,,,ke-hu.png,
66,Kristin Edepli,8,Genomics,MBL163,Whitman Scientist,1,http://nyuad.nyu.edu/en/academics/faculty/kirsten-sadler-edepli.html,New York University Abu Dhabi,,,kristin-edepli.png,
67,Kristin Edepli,5,Cell Biology & Imaging,MBL164,Whitman Scientist,1,http://nyuad.nyu.edu/en/academics/faculty/kirsten-sadler-edepli.html,New York University Abu Dhabi,,,kristin-edepli.png,
68,Kristin Edepli,9,Models of Human Disease,MBL165,Whitman Scientist,1,http://nyuad.nyu.edu/en/academics/faculty/kirsten-sadler-edepli.html,New York University Abu Dhabi,,,kristin-edepli.png,
59,Lawrence Cohen,5,Cell Biology & Imaging,MBL144,Whitman Scientist,1,http://medicine.yale.edu/lab/cohen/,Yale University,,,larry-cohen.png,
59,Lawrence Cohen,4,Neuroscience,MBL145,Whitman Scientist,1,http://medicine.yale.edu/lab/cohen/,Yale University,,,larry-cohen.png,
142,Lawrence Rome,12,Undefined,MBL314,Whitman Scientist,1,https://www.bio.upenn.edu/people/lawrence-rome,University of Pennsylvania,,,larry-rome.png,
102,Leonard Kaczmarek,12,Undefined,MBL232,Whitman Scientist,1,http://bbs.yale.edu/people/leonard_kaczmarek.profile,Yale University,,,leonard-kaczmarek.png,
92,Liam Holt,5,Cell Biology & Imaging,MBL210,Whitman Scientist,1,http://mcb.berkeley.edu/labs/holt/,New York University,,,liam-holt.png,
92,Liam Holt,7,Evolution,MBL211,Whitman Scientist,1,http://mcb.berkeley.edu/labs/holt/,New York University,,,liam-holt.png,
92,Liam Holt,6,Computation & Modeling,MBL212,Whitman Scientist,1,http://mcb.berkeley.edu/labs/holt/,New York University,,,liam-holt.png,
116,Lois Maignien,1,Marine Biology & Diversity,MBL261,Whitman Scientist,1,http://pagesperso.univ-brest.fr/~maignien/,"University of Western Brittany, France",,,lois-maignien.png,
116,Lois Maignien,8,Genomics,MBL262,Whitman Scientist,1,http://pagesperso.univ-brest.fr/~maignien/,"University of Western Brittany, France",,,lois-maignien.png,
116,Lois Maignien,2,Microbiomes,MBL263,Whitman Scientist,1,http://pagesperso.univ-brest.fr/~maignien/,"University of Western Brittany, France",,,lois-maignien.png,
49,Magdalena Bezanilla,5,Cell Biology & Imaging,MBL125,Whitman Scientist,1,http://www.bio.umass.edu/biology/about/directories/faculty/magdalena-bezanilla,University of Massachusetts Amherst,,,magdalena-bezanilla.png,
49,Magdalena Bezanilla,7,Evolution,MBL126,Whitman Scientist,1,http://www.bio.umass.edu/biology/about/directories/faculty/magdalena-bezanilla,University of Massachusetts Amherst,,,magdalena-bezanilla.png,
49,Magdalena Bezanilla,10,Regeneration & Development,MBL127,Whitman Scientist,1,http://www.bio.umass.edu/biology/about/directories/faculty/magdalena-bezanilla,University of Massachusetts Amherst,,,magdalena-bezanilla.png,
110,Manfred Laubichler,7,Evolution,MBL249,Whitman Scientist,1,http://devo-evo.lab.asu.edu/,Arizona State University,,,manfred.png,
110,Manfred Laubichler,6,Computation & Modeling,MBL250,Whitman Scientist,1,http://devo-evo.lab.asu.edu/,Arizona State University,,,manfred.png,
110,Manfred Laubichler,10,Regeneration & Development,MBL251,Whitman Scientist,1,http://devo-evo.lab.asu.edu/,Arizona State University,,,manfred.png,
