SCI_ID,SCI_NAME,RES_ID,RES_AREA,Key,AFFIL,SIZE,WEB,HOME
028,Gaius R. Shaver,3,"Ecology, Ecosystems & Global Change",MBL71,MBL Resident Scientist,1,http://www.mbl.edu/ecosystems/staff/shaver/,Marine Biological Laboratory
029,Michael Shribak,5,Cell Biology & Imaging,MBL72,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/shribak-lab/,Marine Biological Laboratory
029,Michael Shribak,6,Computation & Modeling,MBL73,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/shribak-lab/,Marine Biological Laboratory
030,Mitchell L. Sogin,7,Evolution,MBL74,MBL Resident Scientist,1,http://www.mbl.edu/jbpc/staff/sogin/,Marine Biological Laboratory
030,Mitchell L. Sogin,2,Microbiomes,MBL75,MBL Resident Scientist,1,http://www.mbl.edu/jbpc/staff/sogin/,Marine Biological Laboratory
030,Mitchell L. Sogin,1,Marine Biology & Diversity,MBL76,MBL Resident Scientist,1,http://www.mbl.edu/jbpc/staff/sogin/,Marine Biological Laboratory
031,Jianwu Tang,6,Computation & Modeling,MBL77,MBL Resident Scientist,1,http://www.mbl.edu/ecosystems/staff/tang/,Marine Biological Laboratory
031,Jianwu Tang,3,"Ecology, Ecosystems & Global Change",MBL78,MBL Resident Scientist,1,http://www.mbl.edu/ecosystems/staff/tang/,Marine Biological Laboratory
032,Tomomi Tani,5,Cell Biology & Imaging,MBL79,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/laboratory-of-tomomi-tani/,Marine Biological Laboratory
032,Tomomi Tani,4,Neuroscience,MBL80,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/laboratory-of-tomomi-tani/,Marine Biological Laboratory
033,Maki Koike Tani,5,Cell Biology & Imaging,MBL81,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/laboratory-of-tomomi-tani/#maki-koike-tani,Marine Biological Laboratory
033,Maki Koike Tani,4,Neuroscience,MBL82,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/laboratory-of-tomomi-tani/#maki-koike-tani,Marine Biological Laboratory
033,Maki Koike Tani,10,Regeneration & Development,MBL83,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/laboratory-of-tomomi-tani/#maki-koike-tani,Marine Biological Laboratory
034,Joseph J. Vallino,6,Computation & Modeling,MBL84,MBL Resident Scientist,1,http://www.mbl.edu/ecosystems/staff/vallino/,Marine Biological Laboratory
034,Joseph J. Vallino,3,"Ecology, Ecosystems & Global Change",MBL85,MBL Resident Scientist,1,http://www.mbl.edu/ecosystems/staff/vallino/,Marine Biological Laboratory
034,Joseph J. Vallino,2,Microbiomes,MBL86,MBL Resident Scientist,1,http://www.mbl.edu/ecosystems/staff/vallino/,Marine Biological Laboratory
